h3,population,geometry
8621442c7ffffff,350.0,"POLYGON ((71.48526857944778 54.85887221677437, 71.49409707217126 54.823249415626194, 71.5526818735871 54.809773134824454, 71.60250067956629 54.83190411362324, 71.59375581723654 54.86753306903357, 71.53510847861274 54.88102491101532, 71.48526857944778 54.85887221677437))"
8621442b7ffffff,209.0,"POLYGON ((71.11957270071882 54.774392044243605, 71.12867144214644 54.738780338756285, 71.18725415213466 54.72547405052332, 71.2368011891537 54.74776421319774, 71.22778543869187 54.783382426342506, 71.16913961885807 54.796703988553595, 71.11957270071882 54.774392044243605))"
8621442afffffff,283.0,"POLYGON ((71.26842042513199 54.84125944532543, 71.27741579205961 54.805649270928825, 71.3360417118769 54.79227612435689, 71.38573519278269 54.81449777428891, 71.3768231979727 54.850114315032116, 71.31813430925713 54.86350285901525, 71.26842042513199 54.84125944532543))"
86214429fffffff,206.0,"POLYGON ((71.29536421116704 54.73440642306852, 71.30431732876738 54.69877380524583, 71.36279761082565 54.685379921756116, 71.41238734897821 54.70760327782328, 71.40351723583275 54.7432422278903, 71.34497433960888 54.75665150909774, 71.29536421116704 54.73440642306852))"
862144297ffffff,35.0,"POLYGON ((71.18725415213466 54.72547405052332, 71.19629014392025 54.689847870499484, 71.25479033948338 54.67650539595683, 71.30431732876738 54.69877380524583, 71.29536421116704 54.73440642306852, 71.2368011891537 54.74776421319774, 71.18725415213466 54.72547405052332))"
86214428fffffff,368.0,"POLYGON ((71.3360417118769 54.79227612435689, 71.34497433960888 54.75665150909774, 71.40351723583275 54.7432422278903, 71.45319014803381 54.76544214291252, 71.44434077315336 54.80107305453819, 71.38573519278269 54.81449777428891, 71.3360417118769 54.79227612435689))"
862144287ffffff,37.0,"POLYGON ((71.22778543869187 54.783382426342506, 71.2368011891537 54.74776421319774, 71.29536421116704 54.73440642306852, 71.34497433960888 54.75665150909774, 71.3360417118769 54.79227612435689, 71.27741579205961 54.805649270928825, 71.22778543869187 54.783382426342506))"
862144277ffffff,9.0,"POLYGON ((71.39095116532953 55.01470051568554, 71.39988452004535 54.97911488786372, 71.45869955878058 54.96569542570299, 71.50864438260068 54.98784609007871, 71.49979515324712 55.023437976439936, 71.44091693393189 55.03687295959214, 71.39095116532953 55.01470051568554))"
862144267ffffff,16.0,"POLYGON ((71.43200453996302 55.07245026207543, 71.44091693393189 55.03687295959214, 71.49979515324712 55.023437976439936, 71.54982418844276 55.04556475312983, 71.5409961726189 55.08114827804762, 71.4820547027122 55.09459882360994, 71.43200453996302 55.07245026207543))"
86214425fffffff,566.0,"POLYGON ((71.56743843259692 54.97437480863009, 71.57622472597932 54.93876844419502, 71.63493466985693 54.925261000019574, 71.68492095352534 54.947344296717844, 71.67621879118764 54.9829567428518, 71.61744617429599 54.99647983034531, 71.56743843259692 54.97437480863009))"
862144257ffffff,456.0,"POLYGON ((71.45869955878058 54.96569542570299, 71.46756985524314 54.93009524949716, 71.52630101277478 54.91663952973734, 71.57622472597932 54.93876844419502, 71.56743843259692 54.97437480863009, 71.50864438260068 54.98784609007871, 71.45869955878058 54.96569542570299))"
86214424fffffff,18.0,"POLYGON ((71.60868119978555 55.03207786872079, 71.61744617429599 54.99647983034531, 71.67621879118764 54.9829567428518, 71.72628913425393 55.005016028999925, 71.71760854237216 55.040620112665025, 71.65877318499689 55.054158884711526, 71.60868119978555 55.03207786872079))"
862144247ffffff,19.0,"POLYGON ((71.49979515324712 55.023437976439936, 71.50864438260068 54.98784609007871, 71.56743843259692 54.97437480863009, 71.61744617429599 54.99647983034531, 71.60868119978555 55.03207786872079, 71.54982418844276 55.04556475312983, 71.49979515324712 55.023437976439936))"
862144237ffffff,1224.0,"POLYGON ((71.13273942831657 54.939073397412166, 71.14186094943378 54.90349242305949, 71.20065309175665 54.89019194995288, 71.25038721222614 54.91245715615657, 71.24134930022466 54.948044637116446, 71.18249361685896 54.96136042479237, 71.13273942831657 54.939073397412166))"
86214422fffffff,1893.0,"POLYGON ((71.28214999680213 55.00586556803462, 71.29116734571241 54.970286305074694, 71.35000292887854 54.9569186744897, 71.39988452004535 54.97911488786372, 71.39095116532953 55.01470051568554, 71.33205218398652 55.02808358491983, 71.28214999680213 55.00586556803462))"
862144227ffffff,788.0,"POLYGON ((71.17339240660067 54.99693321677372, 71.18249361685896 54.96136042479237, 71.24134930022466 54.948044637116446, 71.29116734571241 54.970286305074694, 71.28214999680213 55.00586556803462, 71.22323069930614 55.01919671164759, 71.17339240660067 54.99693321677372))"
86214421fffffff,100.0,"POLYGON ((71.30915946890636 54.89910492288285, 71.31813430925713 54.86350285901525, 71.3768231979727 54.850114315032116, 71.426600245217 54.87231241600541, 71.41770902721706 54.907920810368104, 71.35895709877269 54.921324792843336, 71.30915946890636 54.89910492288285))"
862144217ffffff,10080.0,"POLYGON ((71.20065309175665 54.89019194995288, 71.20971142298244 54.85459632251231, 71.26842042513199 54.84125944532543, 71.31813430925713 54.86350285901525, 71.30915946890636 54.89910492288285, 71.25038721222614 54.91245715615657, 71.20065309175665 54.89019194995288))"
86214420fffffff,825.0,"POLYGON ((71.35000292887854 54.9569186744897, 71.35895709877269 54.921324792843336, 71.41770902721706 54.907920810368104, 71.46756985524314 54.93009524949716, 71.45869955878058 54.96569542570299, 71.39988452004535 54.97911488786372, 71.35000292887854 54.9569186744897))"
862144207ffffff,15231.0,"POLYGON ((71.24134930022466 54.948044637116446, 71.25038721222614 54.91245715615657, 71.30915946890636 54.89910492288285, 71.35895709877269 54.921324792843336, 71.35000292887854 54.9569186744897, 71.29116734571241 54.970286305074694, 71.24134930022466 54.948044637116446))"
862143db7ffffff,3.0,"POLYGON ((72.72733013929633 53.47905622102269, 72.73494831836425 53.44310742084183, 72.791430950335 53.42895310615472, 72.8403516118312 53.45073138948023, 72.83281314400622 53.48668501985008, 72.77627427231846 53.50085555584524, 72.72733013929633 53.47905622102269))"
862143dafffffff,171.0,"POLYGON ((72.87429662697247 53.54438663390936, 72.88181248128586 53.50844004307984, 72.93832653380673 53.49422039610532, 72.98738077245558 53.515931026299924, 72.97994495096583 53.55188230395651, 72.92337482739929 53.56611828382846, 72.87429662697247 53.54438663390936))"
862143d6fffffff,7.0,"POLYGON ((73.14744043693761 53.78222165058235, 73.15478347951164 53.746299443024746, 73.21149599231515 53.73196485820143, 73.26092146112512 53.75353594406986, 73.25365944964834 53.78946257878286, 73.19689090842112 53.80381371997012, 73.14744043693761 53.78222165058235))"
862143d67ffffff,4.0,"POLYGON ((73.04125004327392 53.774886311942566, 73.04867402266738 53.73896863773876, 73.10541263059882 53.72468343490232, 73.15478347951164 53.746299443024746, 73.14744043693761 53.78222165058235, 73.09064557832323 53.79652333612101, 73.04125004327392 53.774886311942566))"
862143d5fffffff,5.0,"POLYGON ((73.16943561103383 53.67443578009072, 73.17674475179705 53.638494381365646, 73.23331928036666 53.624143588264864, 73.28264035958055 53.645717658496004, 73.27541189044182 53.6816634556239, 73.21878164092563 53.69603080354629, 73.16943561103383 53.67443578009072))"
862143d4fffffff,391.0,"POLYGON ((73.21149599231515 53.73196485820143, 73.21878164092563 53.69603080354629, 73.27541189044182 53.6816634556239, 73.32481222496223 53.70321358965414, 73.31760747371466 53.73915200396179, 73.26092146112512 53.75353594406986, 73.21149599231515 53.73196485820143))"
862143d47ffffff,3.0,"POLYGON ((73.10541263059882 53.72468343490232, 73.1127790835882 53.688753846066476, 73.16943561103383 53.67443578009072, 73.21878164092563 53.69603080354629, 73.21149599231515 53.73196485820143, 73.15478347951164 53.746299443024746, 73.10541263059882 53.72468343490232))"
862143d27ffffff,1.0,"POLYGON ((72.78733841613882 53.70227403945761, 72.79494670844929 53.66635848367295, 72.85167964637937 53.65218841787686, 72.90086090486732 53.67391763067327, 72.89333312844244 53.70983796993008, 72.83654354634096 53.724024332236056, 72.78733841613882 53.70227403945761))"
862143d1fffffff,54.0,"POLYGON ((72.91588172791896 53.602057759200996, 72.92337482739929 53.56611828382846, 72.97994495096583 53.55188230395651, 73.02907806100386 53.57356944853086, 73.0216652193277 53.60951357248658, 72.96503897927688 53.62376592257668, 72.91588172791896 53.602057759200996))"
862143d17ffffff,2.0,"POLYGON ((72.81012820795421 53.59450814975205, 72.81770146850681 53.558573428505305, 72.87429662697247 53.54438663390936, 72.92337482739929 53.56611828382846, 72.91588172791896 53.602057759200996, 72.85923023595252 53.616260849778435, 72.81012820795421 53.59450814975205))"
862143d07ffffff,1.0,"POLYGON ((72.85167964637937 53.65218841787686, 72.85923023595252 53.616260849778435, 72.91588172791896 53.602057759200996, 72.96503897927688 53.62376592257668, 72.95756877671492 53.659698206645544, 72.90086090486732 53.67391763067327, 72.85167964637937 53.65218841787686))"
862143cf7ffffff,1.0,"POLYGON ((73.21312223491057 53.458692850454284, 73.22036426629624 53.422713835885276, 73.27666477714925 53.408331138256074, 73.32577834088171 53.4299109220968, 73.31861626909536 53.465894278183484, 73.26226064503548 53.48029352820225, 73.21312223491057 53.458692850454284))"
862143cefffffff,3.0,"POLYGON ((73.36066986936532 53.523426556353215, 73.3678083529037 53.48745035590813, 73.42413738106718 53.473002197529695, 73.47338283048069 53.49451359725544, 73.46632461848546 53.530493994567045, 73.40994065712944 53.54495881466938, 73.36066986936532 53.523426556353215))"
862143cd7ffffff,8.0,"POLYGON ((73.27666477714925 53.408331138256074, 73.28385029405483 53.37234070299476, 73.34006957538965 53.35792575767223, 73.38915816461459 53.37948467873001, 73.38205247558068 53.41547938861767, 73.32577834088171 53.4299109220968, 73.27666477714925 53.408331138256074))"
862143ccfffffff,2.0,"POLYGON ((73.42413738106718 53.473002197529695, 73.43121940347078 53.43701460565518, 73.48746676572027 53.422534264212054, 73.53668674996887 53.44402483699007, 73.52968486516357 53.48001655879171, 73.47338283048069 53.49451359725544, 73.42413738106718 53.473002197529695))"
862143cc7ffffff,9.0,"POLYGON ((73.31861626909536 53.465894278183484, 73.32577834088171 53.4299109220968, 73.38205247558068 53.41547938861767, 73.43121940347078 53.43701460565518, 73.42413738106718 53.473002197529695, 73.3678083529037 53.48745035590813, 73.31861626909536 53.465894278183484))"
862143cafffffff,1.0,"POLYGON ((73.10765598307884 53.451397965656845, 73.11497788271758 53.415423398201426, 73.17130437319727 53.401089563437175, 73.22036426629624 53.422713835885276, 73.21312223491057 53.458692850454284, 73.15674041277809 53.473043164712536, 73.10765598307884 53.451397965656845))"
862143ca7ffffff,57.0,"POLYGON ((73.00221821704203 53.44400967671707, 73.0096198920303 53.408039661834216, 73.06597196539381 53.393754716078604, 73.11497788271758 53.415423398201426, 73.10765598307884 53.451397965656845, 73.05124836092064 53.465699317627504, 73.00221821704203 53.44400967671707))"
862143c77ffffff,701.0,"POLYGON ((73.23331928036666 53.624143588264864, 73.24057132252088 53.588190484342654, 73.29706393448463 53.573807100133145, 73.34635993258462 53.59536024863425, 73.33918842899308 53.63131768366131, 73.28264035958055 53.645717658496004, 73.23331928036666 53.624143588264864))"
862143c6fffffff,3.0,"POLYGON ((73.38141579301818 53.68879698698268, 73.38856349883375 53.65284689758577, 73.44508470711189 53.63839776870706, 73.49451345598615 53.659882048272095, 73.48744660359706 53.695836323670484, 73.43087012029497 53.7103021530092, 73.38141579301818 53.68879698698268))"
862143c67ffffff,3.0,"POLYGON ((73.27541189044182 53.6816634556239, 73.28264035958055 53.645717658496004, 73.33918842899308 53.63131768366131, 73.38856349883375 53.65284689758577, 73.38141579301818 53.68879698698268, 73.32481222496223 53.70321358965414, 73.27541189044182 53.6816634556239))"
862143c5fffffff,206.0,"POLYGON ((73.40282590572913 53.580927783073655, 73.40994065712944 53.54495881466938, 73.46632461848546 53.530493994567045, 73.51564877266502 53.551981463675425, 73.50861451561843 53.58795458994187, 73.45217558171883 53.602436108674596, 73.40282590572913 53.580927783073655))"
862143c57ffffff,1.0,"POLYGON ((73.29706393448463 53.573807100133145, 73.30425909108502 53.53784239565481, 73.36066986936532 53.523426556353215, 73.40994065712944 53.54495881466938, 73.40282590572913 53.580927783073655, 73.34635993258462 53.59536024863425, 73.29706393448463 53.573807100133145))"
862143c47ffffff,1.0,"POLYGON ((73.33918842899308 53.63131768366131, 73.34635993258462 53.59536024863425, 73.40282590572913 53.580927783073655, 73.45217558171883 53.602436108674596, 73.44508470711189 53.63839776870706, 73.38856349883375 53.65284689758577, 73.33918842899308 53.63131768366131))"
862143c37ffffff,1.0,"POLYGON ((72.97994495096583 53.55188230395651, 72.98738077245558 53.515931026299924, 73.04386960586304 53.50166229262817, 73.09297844161064 53.52332844907737, 73.08562274839203 53.55928430804492, 73.02907806100386 53.57356944853086, 72.97994495096583 53.55188230395651))"
862143c2fffffff,5.0,"POLYGON ((73.12747797345047 53.616875533627855, 73.13481046215966 53.58092686677533, 73.19132931227853 53.566592591217066, 73.24057132252088 53.588190484342654, 73.23331928036666 53.624143588264864, 73.17674475179705 53.638494381365646, 73.12747797345047 53.616875533627855))"
862143c27ffffff,3.0,"POLYGON ((73.0216652193277 53.60951357248658, 73.02907806100386 53.57356944853086, 73.08562274839203 53.55928430804492, 73.13481046215966 53.58092686677533, 73.12747797345047 53.616875533627855, 73.07087738793054 53.63117711818644, 73.0216652193277 53.60951357248658))"
862143c1fffffff,488.0,"POLYGON ((73.14944165613909 53.509010653867506, 73.15674041277809 53.473043164712536, 73.21312223491057 53.458692850454284, 73.26226064503548 53.48029352820225, 73.25504197942513 53.51626542588408, 73.19860478334375 53.53063225659611, 73.14944165613909 53.509010653867506))"
862143c17ffffff,1.0,"POLYGON ((73.04386960586304 53.50166229262817, 73.05124836092064 53.465699317627504, 73.10765598307884 53.451397965656845, 73.15674041277809 53.473043164712536, 73.14944165613909 53.509010653867506, 73.09297844161064 53.52332844907737, 73.04386960586304 53.50166229262817))"
862143bb7ffffff,134.0,"POLYGON ((73.76452825354558 53.93205230611972, 73.77141570237315 53.89612440841606, 73.8281014985561 53.88150945717716, 73.8779547875387 53.90280543012875, 73.87114926912417 53.938737142715986, 73.81440850401198 53.95336908726653, 73.76452825354558 53.93205230611972))"
862143bafffffff,49.0,"POLYGON ((73.914302247784 53.99593214884921, 73.92108255077217 53.96000828051698, 73.97779409948637 53.94532691389829, 74.02778008846016 53.96655233375375, 74.02108202637261 54.002479869728596, 73.96431570769029 54.01717833809357, 73.914302247784 53.99593214884921))"
862143b9fffffff,556.0,"POLYGON ((73.93461160016842 53.888141127939036, 73.94136039511895 53.852197899768605, 73.99793334917078 53.83750137744144, 74.04781195081122 53.858731005119104, 74.04114502667935 53.89467787343398, 73.9845176036466 53.90939149374159, 73.93461160016842 53.888141127939036))"
862143b87ffffff,59.0,"POLYGON ((73.87114926912417 53.938737142715986, 73.8779547875387 53.90280543012875, 73.93461160016842 53.888141127939036, 73.9845176036466 53.90939149374159, 73.97779409948637 53.94532691389829, 73.92108255077217 53.96000828051698, 73.87114926912417 53.938737142715986))"
862143b6fffffff,16.0,"POLYGON ((74.19529476637584 54.230759602566344, 74.20188953137689 54.19486436359021, 74.25878978504942 54.18006469448763, 74.30914990809455 54.20114296241701, 74.30263837724604 54.237041600210055, 74.24568346339736 54.25185859139618, 74.19529476637584 54.230759602566344))"
