h3,population,geometry
86214519fffffff,46.0,"POLYGON ((72.10338578403045 55.287414400226346, 72.11180743553187 55.25183300895201, 72.1707617353706 55.23809063643238, 72.22135666336017 55.259913582856775, 72.21302077978692 55.29550054925579, 72.15400416221158 55.30925901433789, 72.10338578403045 55.287414400226346))"
862145197ffffff,11.0,"POLYGON ((71.99378896954059 55.279229581940506, 72.00229626722461 55.243653873868496, 72.06127424489797 55.22996358343601, 72.11180743553187 55.25183300895201, 72.10338578403045 55.287414400226346, 72.04434525711568 55.30112070296144, 71.99378896954059 55.279229581940506))"
86214518fffffff,32.0,"POLYGON ((72.1456053413107 55.344831610914135, 72.15400416221158 55.30925901433789, 72.21302077978692 55.29550054925579, 72.26370091771891 55.31729856683261, 72.25538811987404 55.3528767011073, 72.19630912301692 55.36665130040168, 72.1456053413107 55.344831610914135))"
862145187ffffff,343.0,"POLYGON ((72.03586053466404 55.336687653567246, 72.04434525711568 55.30112070296144, 72.10338578403045 55.287414400226346, 72.15400416221158 55.30925901433789, 72.1456053413107 55.344831610914135, 72.08650220213777 55.35855396765046, 72.03586053466404 55.336687653567246))"
862145177ffffff,55.0,"POLYGON ((72.2052316000319 55.56618173704945, 72.213624479705 55.53065052953253, 72.27291583035058 55.51687975951145, 72.32387712392263 55.53862399561744, 72.31557117570188 55.57416069928931, 72.25621696415948 55.58794769119563, 72.2052316000319 55.56618173704945))"
86214516fffffff,114.0,"POLYGON ((72.35833640412564 55.63140711006752, 72.36661874213317 55.59587955770194, 72.42594786455702 55.58204000290246, 72.4770572929768 55.60371167699985, 72.46886226623104 55.6392445785934, 72.40947046210468 55.653100477472826, 72.35833640412564 55.63140711006752))"
862145167ffffff,430.0,"POLYGON ((72.2478474351075 55.62346978508422, 72.25621696415948 55.58794769119563, 72.31557117570188 55.57416069928931, 72.36661874213317 55.59587955770194, 72.35833640412564 55.63140711006752, 72.29891927040997 55.64521036610261, 72.2478474351075 55.62346978508422))"
86214515fffffff,52.0,"POLYGON ((72.38314362440312 55.52480074270848, 72.39138623166114 55.489249533986815, 72.45056510027145 55.475390158302055, 72.50156364705111 55.497065672415275, 72.4934079521819 55.532622196984285, 72.43416676083875 55.546497912128494, 72.38314362440312 55.52480074270848))"
862145157ffffff,1.0,"POLYGON ((72.27291583035058 55.51687975951145, 72.28124523106744 55.48133397567553, 72.34044916973166 55.46752698257563, 72.39138623166114 55.489249533986815, 72.38314362440312 55.52480074270848, 72.32387712392263 55.53862399561744, 72.27291583035058 55.51687975951145))"
86214514fffffff,77.0,"POLYGON ((72.42594786455702 55.58204000290246, 72.43416676083875 55.546497912128494, 72.4934079521819 55.532622196984285, 72.54449259135524 55.554272211727564, 72.5363608656671 55.589819580370154, 72.4770572929768 55.60371167699985, 72.42594786455702 55.58204000290246))"
862145147ffffff,63.0,"POLYGON ((72.31557117570188 55.57416069928931, 72.32387712392263 55.53862399561744, 72.38314362440312 55.52480074270848, 72.43416676083875 55.546497912128494, 72.42594786455702 55.58204000290246, 72.36661874213317 55.59587955770194, 72.31557117570188 55.57416069928931))"
862145127ffffff,10.0,"POLYGON ((71.98466698373655 55.54992511571956, 71.99323335756532 55.51440522693208, 72.05257303127685 55.500739480706365, 72.1034096256522 55.522577583000384, 72.0949299368377 55.55810318549338, 72.03552692928403 55.57178499237516, 71.98466698373655 55.54992511571956))"
86214511fffffff,66.0,"POLYGON ((72.12032836153429 55.451502704851045, 72.12876747274449 55.41595348332443, 72.1879332868547 55.40221503077933, 72.23872268860627 55.424009682404005, 72.23036999220801 55.459564475171746, 72.17114144082424 55.473319065442105, 72.12032836153429 55.451502704851045))"
862145117ffffff,1.0,"POLYGON ((72.01032506989496 55.44334174215206, 72.0188504731091 55.40779820034294, 72.07804020821565 55.394112089377934, 72.12876747274449 55.41595348332443, 72.12032836153429 55.451502704851045, 72.06107565484895 55.46520487302863, 72.01032506989496 55.44334174215206))"
86214510fffffff,14.0,"POLYGON ((72.16272536739856 55.508859315535155, 72.17114144082424 55.473319065442105, 72.23036999220801 55.459564475171746, 72.28124523106744 55.48133397567553, 72.27291583035058 55.51687975951145, 72.213624479705 55.53065052953253, 72.16272536739856 55.508859315535155))"
862145107ffffff,16.0,"POLYGON ((72.05257303127685 55.500739480706365, 72.06107565484895 55.46520487302863, 72.12032836153429 55.451502704851045, 72.17114144082424 55.473319065442105, 72.16272536739856 55.508859315535155, 72.1034096256522 55.522577583000384, 72.05257303127685 55.500739480706365))"
8621450f7ffffff,58.0,"POLYGON ((72.4324021802523 55.31137655894765, 72.44056616983278 55.27577876726548, 72.49944673149191 55.26188026418636, 72.55022488057875 55.28356324223505, 72.54214701349343 55.319166283717514, 72.48320483829339 55.33308111773717, 72.4324021802523 55.31137655894765))"
8621450efffffff,14.0,"POLYGON ((72.584956410979 55.37641807776284, 72.59301042851055 55.34082398184215, 72.65192688513109 55.3268570674531, 72.70285071950478 55.34846781846289, 72.69488319312572 55.38406701719336, 72.63590530528339 55.398050382602186, 72.584956410979 55.37641807776284))"
8621450e7ffffff,45.0,"POLYGON ((72.47506444392953 55.36867000186246, 72.48320483829339 55.33308111773717, 72.54214701349343 55.319166283717514, 72.59301042851055 55.34082398184215, 72.584956410979 55.37641807776284, 72.5259525651357 55.390349284211965, 72.47506444392953 55.36867000186246))"
8621450dfffffff,835.0,"POLYGON ((72.60907996158981 55.26961273743526, 72.61709553781115 55.23399564322291, 72.6758636061606 55.220009605778706, 72.72667714431452 55.24162423640913, 72.71874766505172 55.277246400959775, 72.65991851511414 55.291248884964475, 72.60907996158981 55.26961273743526))"
8621450d7ffffff,145.0,"POLYGON ((72.49944673149191 55.26188026418636, 72.50754829157556 55.226268349086865, 72.56634205296675 55.2123342125494, 72.61709553781115 55.23399564322291, 72.60907996158981 55.26961273743526, 72.55022488057875 55.28356324223505, 72.49944673149191 55.26188026418636))"
8621450cfffffff,324.0,"POLYGON ((72.65192688513109 55.3268570674531, 72.65991851511414 55.291248884964475, 72.71874766505172 55.277246400959775, 72.76964628561176 55.298835632100605, 72.76174100553469 55.334448846630515, 72.70285071950478 55.34846781846289, 72.65192688513109 55.3268570674531))"
8621450c7ffffff,90.0,"POLYGON ((72.54214701349343 55.319166283717514, 72.55022488057875 55.28356324223505, 72.60907996158981 55.26961273743526, 72.65991851511414 55.291248884964475, 72.65192688513109 55.3268570674531, 72.59301042851055 55.34082398184215, 72.54214701349343 55.319166283717514))"
8621450b7ffffff,65.0,"POLYGON ((72.1707617353706 55.23809063643238, 72.17912055058277 55.20249490958679, 72.23798869756341 55.188716604549725, 72.28856001589396 55.2105179156478, 72.28028683453428 55.24611914688741, 72.22135666336017 55.259913582856775, 72.1707617353706 55.23809063643238))"
8621450afffffff,2.0,"POLYGON ((72.32269317350583 55.3034879584391, 72.33094316917845 55.26789552517723, 72.38984876092898 55.25404904536482, 72.44056616983278 55.27577876726548, 72.4324021802523 55.31137655894765, 72.37343473862359 55.32523929064454, 72.32269317350583 55.3034879584391))"
8621450a7ffffff,11.0,"POLYGON ((72.21302077978692 55.29550054925579, 72.22135666336017 55.259913582856775, 72.28028683453428 55.24611914688741, 72.33094316917845 55.26789552517723, 72.32269317350583 55.3034879584391, 72.26370091771891 55.31729856683261, 72.21302077978692 55.29550054925579))"
86214509fffffff,63.0,"POLYGON ((72.34740381671362 55.19668764628063, 72.35561453039222 55.161072255138315, 72.41437203774473 55.14720628989209, 72.46498029298652 55.16893948777354, 72.45685519557577 55.20456020445831, 72.39803618998688 55.218442417981194, 72.34740381671362 55.19668764628063))"
862145097ffffff,1.0,"POLYGON ((72.23798869756341 55.188716604549725, 72.2462849105737 55.15310664718655, 72.30506697976412 55.13929254693111, 72.35561453039222 55.161072255138315, 72.34740381671362 55.19668764628063, 72.28856001589396 55.2105179156478, 72.23798869756341 55.188716604549725))"
86214508fffffff,374.0,"POLYGON ((72.38984876092898 55.25404904536482, 72.39803618998688 55.218442417981194, 72.45685519557577 55.20456020445831, 72.50754829157556 55.226268349086865, 72.49944673149191 55.26188026418636, 72.44056616983278 55.27577876726548, 72.38984876092898 55.25404904536482))"
862145087ffffff,268.0,"POLYGON ((72.28028683453428 55.24611914688741, 72.28856001589396 55.2105179156478, 72.34740381671362 55.19668764628063, 72.39803618998688 55.218442417981194, 72.38984876092898 55.25404904536482, 72.33094316917845 55.26789552517723, 72.28028683453428 55.24611914688741))"
862145077ffffff,94.0,"POLYGON ((72.45056510027145 55.475390158302055, 72.45874460583134 55.43982454921921, 72.51783592261525 55.42592918901266, 72.56880972153508 55.447583081575814, 72.56071698837727 55.48315393537202, 72.50156364705111 55.497065672415275, 72.45056510027145 55.475390158302055))"
86214506fffffff,305.0,"POLYGON ((72.60370801470143 55.540344055985365, 72.61177668007983 55.504782324785296, 72.67090403701636 55.49081824859164, 72.72202453201996 55.512399426709884, 72.71404301139891 55.547966255150236, 72.65485381477589 55.561946828868294, 72.60370801470143 55.540344055985365))"
862145067ffffff,50.0,"POLYGON ((72.4934079521819 55.532622196984285, 72.50156364705111 55.497065672415275, 72.56071698837727 55.48315393537202, 72.61177668007983 55.504782324785296, 72.60370801470143 55.540344055985365, 72.54449259135524 55.554272211727564, 72.4934079521819 55.532622196984285))"
86214505fffffff,2.0,"POLYGON ((72.62787529475023 55.43363546110357, 72.63590530528339 55.398050382602186, 72.69488319312572 55.38406701719336, 72.74589252102473 55.405652258292214, 72.73794925650617 55.441242401316934, 72.67890988221242 55.455242259279615, 72.62787529475023 55.43363546110357))"
862145057ffffff,447.0,"POLYGON ((72.51783592261525 55.42592918901266, 72.5259525651357 55.390349284211965, 72.584956410979 55.37641807776284, 72.63590530528339 55.398050382602186, 72.62787529475023 55.43363546110357, 72.56880972153508 55.447583081575814, 72.51783592261525 55.42592918901266))"
86214504fffffff,307.0,"POLYGON ((72.67090403701636 55.49081824859164, 72.67890988221242 55.455242259279615, 72.73794925650617 55.441242401316934, 72.7890442911125 55.46280201909728, 72.78112544760668 55.49838303455564, 72.72202453201996 55.512399426709884, 72.67090403701636 55.49081824859164))"
862145047ffffff,17.0,"POLYGON ((72.56071698837727 55.48315393537202, 72.56880972153508 55.447583081575814, 72.62787529475023 55.43363546110357, 72.67890988221242 55.455242259279615, 72.67090403701636 55.49081824859164, 72.61177668007983 55.504782324785296, 72.56071698837727 55.48315393537202))"
862145037ffffff,146.0,"POLYGON ((72.1879332868547 55.40221503077933, 72.19630912301692 55.36665130040168, 72.25538811987404 55.3528767011073, 72.30615368308666 55.3746496765785, 72.29786412594365 55.41021890713965, 72.23872268860627 55.424009682404005, 72.1879332868547 55.40221503077933))"
86214502fffffff,14.0,"POLYGON ((72.34044916973166 55.46752698257563, 72.3487153303104 55.43196672722848, 72.40783193517376 55.418123649084116, 72.45874460583134 55.43982454921921, 72.45056510027145 55.475390158302055, 72.39138623166114 55.489249533986815, 72.34044916973166 55.46752698257563))"
862145027ffffff,3.0,"POLYGON ((72.23036999220801 55.459564475171746, 72.23872268860627 55.424009682404005, 72.29786412594365 55.41021890713965, 72.3487153303104 55.43196672722848, 72.34044916973166 55.46752698257563, 72.28124523106744 55.48133397567553, 72.23036999220801 55.459564475171746))"
86214501fffffff,47.0,"POLYGON ((72.36520808355523 55.360822854162286, 72.37343473862359 55.32523929064454, 72.4324021802523 55.31137655894765, 72.48320483829339 55.33308111773717, 72.47506444392953 55.36867000186246, 72.41603509383476 55.38254902698883, 72.36520808355523 55.360822854162286))"
862145017ffffff,92.0,"POLYGON ((72.25538811987404 55.3528767011073, 72.26370091771891 55.31729856683261, 72.32269317350583 55.3034879584391, 72.37343473862359 55.32523929064454, 72.36520808355523 55.360822854162286, 72.30615368308666 55.3746496765785, 72.25538811987404 55.3528767011073))"
86214500fffffff,39.0,"POLYGON ((72.40783193517376 55.418123649084116, 72.41603509383476 55.38254902698883, 72.47506444392953 55.36867000186246, 72.5259525651357 55.390349284211965, 72.51783592261525 55.42592918901266, 72.45874460583134 55.43982454921921, 72.40783193517376 55.418123649084116))"
862145007ffffff,193.0,"POLYGON ((72.29786412594365 55.41021890713965, 72.30615368308666 55.3746496765785, 72.36520808355523 55.360822854162286, 72.41603509383476 55.38254902698883, 72.40783193517376 55.418123649084116, 72.3487153303104 55.43196672722848, 72.29786412594365 55.41021890713965))"
862144b4fffffff,21.0,"POLYGON ((70.88434072098148 55.46268782813457, 70.89376672433012 55.427231010316774, 70.95332046424237 55.41409128775942, 71.00351375361114 55.43639317185997, 70.99417309595253 55.47185677917065, 70.93455375877978 55.48501173268998, 70.88434072098148 55.46268782813457))"
862144af7ffffff,60.0,"POLYGON ((70.90009189093794 55.19197137111139, 70.90944857010977 55.15645839651003, 70.96863852910886 55.1432897389697, 71.01853653890899 55.165618887146046, 71.00926419272459 55.201138614887455, 70.95000946016991 55.21432246091553, 70.90009189093794 55.19197137111139))"
862144ae7ffffff,26.0,"POLYGON ((70.94067279189122 55.24982703954483, 70.95000946016991 55.21432246091553, 71.00926419272459 55.201138614887455, 71.05924706444588 55.22344413661263, 71.04999498628645 55.258955433126935, 70.99067540272637 55.272154509698325, 70.94067279189122 55.24982703954483))"
862144adfffffff,21.0,"POLYGON ((71.07770732789675 55.15239801438428, 71.08691558158903 55.11686324369118, 71.14600248292021 55.10360547904737, 71.19594535512398 55.125867190383325, 71.18682145479212 55.161408537452715, 71.12767028626159 55.17468161647078, 71.07770732789675 55.15239801438428))"
862144ad7ffffff,18.0,"POLYGON ((70.96863852910886 55.1432897389697, 70.97793099869381 55.10776165072868, 71.03703730530675 55.09455600861159, 71.08691558158903 55.11686324369118, 71.07770732789675 55.15239801438428, 71.01853653890899 55.165618887146046, 70.96863852910886 55.1432897389697))"
862144a77ffffff,333.0,"POLYGON ((70.9125738360379 55.356293316204656, 70.9219550146071 55.32081249464141, 70.98135888993168 55.30765062180523, 71.03144676530579 55.32995435961805, 71.02215055344875 55.36544193474587, 70.96268145550043 55.37861903823081, 70.9125738360379 55.356293316204656))"
86214476fffffff,634.0,"POLYGON ((71.01140424323513 54.765305063490985, 71.02058584223037 54.729699970996236, 71.0791878024825 54.7164451945356, 71.12867144214644 54.738780338756285, 71.11957270071882 54.774392044243605, 71.06090742020154 54.7876620118569, 71.01140424323513 54.765305063490985))"
862144767ffffff,377.0,"POLYGON ((70.90328080964582 54.756121571193276, 70.91254513118496 54.72052319681533, 70.97116590411228 54.707319941061805, 71.02058584223037 54.729699970996236, 71.01140424323513 54.765305063490985, 70.95271994125149 54.778523427214, 70.90328080964582 54.756121571193276))"
86214475fffffff,630.0,"POLYGON ((71.03890596101199 54.658467326256385, 71.04804454718666 54.622839829866365, 71.10650125589292 54.60956396704964, 71.15588230114219 54.63190042757453, 71.14682620941592 54.667534502520546, 71.08830653655235 54.68082555765979, 71.03890596101199 54.658467326256385))"
862144757ffffff,33.0,"POLYGON ((70.93103033281315 54.64930395364216, 70.94025127979079 54.613683140754944, 70.99872682199877 54.600458623982554, 71.04804454718666 54.622839829866365, 71.03890596101199 54.658467326256385, 70.98036724694225 54.67170695247475, 70.93103033281315 54.64930395364216))"
862144747ffffff,285.0,"POLYGON ((70.97116590411228 54.707319941061805, 70.98036724694225 54.67170695247475, 71.03890596101199 54.658467326256385, 71.08830653655235 54.68082555765979, 71.0791878024825 54.7164451945356, 71.02058584223037 54.729699970996236, 70.97116590411228 54.707319941061805))"
8621446f7ffffff,23.0,"POLYGON ((71.09352406462418 54.444591727262626, 71.1025775146311 54.40892017895686, 71.16074578464575 54.395602675565236, 71.20992282443193 54.41794154436632, 71.20095114939417 54.45361960306192, 71.14272061898343 54.46695230171149, 71.09352406462418 54.444591727262626))"
8621446efffffff,1175.0,"POLYGON ((71.2412586639556 54.51160597663356, 71.25021030780637 54.47593559489936, 71.30842133036234 54.46255182607322, 71.35774279212734 54.484823140828475, 71.34887329670103 54.5204998924987, 71.29060015095692 54.533898978740815, 71.2412586639556 54.51160597663356))"
8621446dfffffff,77.0,"POLYGON ((71.26807179371863 54.40457305271452, 71.27698169993208 54.36888094844584, 71.33504916429523 54.355476797696255, 71.38426845845171 54.37774945178147, 71.3754403411765 54.413447892404626, 71.31731110107869 54.42686736178622, 71.26807179371863 54.40457305271452))"
8621446d7ffffff,71.0,"POLYGON ((71.16074578464575 54.395602675565236, 71.16973735189801 54.359917012461345, 71.22782433808426 54.346563757852294, 71.27698169993208 54.36888094844584, 71.26807179371863 54.40457305271452, 71.20992282443193 54.41794154436632, 71.16074578464575 54.395602675565236))"
8621446c7ffffff,15.0,"POLYGON ((71.20095114939417 54.45361960306192, 71.20992282443193 54.41794154436632, 71.26807179371863 54.40457305271452, 71.31731110107869 54.42686736178622, 71.30842133036234 54.46255182607322, 71.25021030780637 54.47593559489936, 71.20095114939417 54.45361960306192))"
8621446afffffff,475.0,"POLYGON ((70.9861408049869 54.435468283909735, 70.99527589902496 54.39980335058735, 71.05346304141177 54.386536845061485, 71.1025775146311 54.40892017895686, 71.09352406462418 54.444591727262626, 71.03527445629213 54.457873345776484, 70.9861408049869 54.435468283909735))"
86214469fffffff,11.0,"POLYGON ((71.01350353823692 54.328451747074155, 71.02259614850047 54.29276513327399, 71.08064011244846 54.27947790003246, 71.12965354263235 54.30186218456339, 71.12064222133476 54.33755537943771, 71.06253614022013 54.35085772773026, 71.01350353823692 54.328451747074155))"
862144697ffffff,8.0,"POLYGON ((70.90640901117922 54.31925294702055, 70.91558277923549 54.28357301850632, 70.9736452084151 54.27033661851648, 71.02259614850047 54.29276513327399, 71.01350353823692 54.328451747074155, 70.95537878897731 54.3417031797959, 70.90640901117922 54.31925294702055))"
86214468fffffff,115.0,"POLYGON ((71.05346304141177 54.386536845061485, 71.06253614022013 54.35085772773026, 71.12064222133476 54.33755537943771, 71.16973735189801 54.359917012461345, 71.16074578464575 54.395602675565236, 71.1025775146311 54.40892017895686, 71.05346304141177 54.386536845061485))"
862144687ffffff,60.0,"POLYGON ((70.9462242896707 54.377375646952, 70.95537878897731 54.3417031797959, 71.01350353823692 54.328451747074155, 71.06253614022013 54.35085772773026, 71.05346304141177 54.386536845061485, 70.99527589902496 54.39980335058735, 70.9462242896707 54.377375646952))"
86214466fffffff,747.0,"POLYGON ((71.25479033948338 54.67650539595683, 71.26376380472804 54.64086484761049, 71.32218154286544 54.62748632112419, 71.37168831917606 54.649733005371, 71.36279761082565 54.685379921756116, 71.30431732876738 54.69877380524583, 71.25479033948338 54.67650539595683))"
862144657ffffff,24.0,"POLYGON ((71.17395206473851 54.56061010373685, 71.1829658018944 54.52495391081091, 71.2412586639556 54.51160597663356, 71.29060015095692 54.533898978740815, 71.28166867807374 54.56956161104569, 71.2233134133536 54.58292482113158, 71.17395206473851 54.56061010373685))"
86214464fffffff,13.0,"POLYGON ((71.32218154286544 54.62748632112419, 71.33109270418767 54.59183151063101, 71.38942804278456 54.57841706662119, 71.43891444225328 54.60064205426062, 71.43008592003177 54.63630316313165, 71.37168831917606 54.649733005371, 71.32218154286544 54.62748632112419))"
862144647ffffff,4.0,"POLYGON ((71.21431974186375 54.618573227874585, 71.2233134133536 54.58292482113158, 71.28166867807374 54.56956161104569, 71.33109270418767 54.59183151063101, 71.32218154286544 54.62748632112419, 71.26376380472804 54.64086484761049, 71.21431974186375 54.618573227874585))"
86214462fffffff,20.0,"POLYGON ((70.99872682199877 54.600458623982554, 71.00788512056114 54.56482334004049, 71.06627893831941 54.551562628888135, 71.11557730699937 54.573922069225816, 71.10650125589292 54.60956396704964, 71.04804454718666 54.622839829866365, 70.99872682199877 54.600458623982554))"
862144627ffffff,112.0,"POLYGON ((70.89099717537808 54.59125728566848, 70.90023758763424 54.555628720361355, 70.95865003253463 54.54241927235265, 71.00788512056114 54.56482334004049, 70.99872682199877 54.600458623982554, 70.94025127979079 54.613683140754944, 70.89099717537808 54.59125728566848))"
86214461fffffff,5.0,"POLYGON ((71.0261589048404 54.49353067287496, 71.03527445629213 54.457873345776484, 71.09352406462418 54.444591727262626, 71.14272061898343 54.46695230171149, 71.13368695592538 54.50261620852034, 71.07537480906335 54.51591298031794, 71.0261589048404 54.49353067287496))"
862144617ffffff,200.0,"POLYGON ((70.91867524110643 54.484349456066404, 70.9278725485499 54.44869881325583, 70.9861408049869 54.435468283909735, 71.03527445629213 54.457873345776484, 71.0261589048404 54.49353067287496, 70.96782790458303 54.50677627290806, 70.91867524110643 54.484349456066404))"
86214460fffffff,4.0,"POLYGON ((71.06627893831941 54.551562628888135, 71.07537480906335 54.51591298031794, 71.13368695592538 54.50261620852034, 71.1829658018944 54.52495391081091, 71.17395206473851 54.56061010373685, 71.11557730699937 54.573922069225816, 71.06627893831941 54.551562628888135))"
862144607ffffff,39.0,"POLYGON ((70.95865003253463 54.54241927235265, 70.96782790458303 54.50677627290806, 71.0261589048404 54.49353067287496, 71.07537480906335 54.51591298031794, 71.06627893831941 54.551562628888135, 71.00788512056114 54.56482334004049, 70.95865003253463 54.54241927235265))"
8621443afffffff,80.0,"POLYGON ((71.0241740667858 54.930005040904156, 71.03337906236811 54.89443067886997, 71.0921906478432 54.881181975945246, 71.14186094943378 54.90349242305949, 71.13273942831657 54.939073397412166, 71.07386408888661 54.95233733179965, 71.0241740667858 54.930005040904156))"
8621443a7ffffff,121.0,"POLYGON ((70.91565396736777 54.92083965481354, 70.92494230111431 54.88527201059661, 70.983772887373 54.87207508691855, 71.03337906236811 54.89443067886997, 71.0241740667858 54.930005040904156, 70.96527951531156 54.943217112577, 70.91565396736777 54.92083965481354))"
86214439fffffff,187.0,"POLYGON ((71.05174570555079 54.82325913655579, 71.06090742020154 54.7876620118569, 71.11957270071882 54.774392044243605, 71.16913961885807 54.796703988553595, 71.16006101143516 54.83230769086629, 71.10133233681208 54.84559289065683, 71.05174570555079 54.82325913655579))"
862144397ffffff,1.0,"POLYGON ((70.943475254277 54.8141138689796, 70.95271994125149 54.778523427214, 71.01140424323513 54.765305063490985, 71.06090742020154 54.7876620118569, 71.05174570555079 54.82325913655579, 70.99299779930523 54.83649264929747, 70.943475254277 54.8141138689796))"
86214438fffffff,267.0,"POLYGON ((71.0921906478432 54.881181975945246, 71.10133233681208 54.84559289065683, 71.16006101143516 54.83230769086629, 71.20971142298244 54.85459632251231, 71.20065309175665 54.89019194995288, 71.14186094943378 54.90349242305949, 71.0921906478432 54.881181975945246))"
862144387ffffff,265.0,"POLYGON ((70.983772887373 54.87207508691855, 70.99299779930523 54.83649264929747, 71.05174570555079 54.82325913655579, 71.10133233681208 54.84559289065683, 71.0921906478432 54.881181975945246, 71.03337906236811 54.89443067886997, 70.983772887373 54.87207508691855))"
862144377ffffff,12.0,"POLYGON ((71.14600248292021 55.10360547904737, 71.1551468732321 55.06805577152579, 71.21414994375623 55.05476124991208, 71.26407255842524 55.0770010994825, 71.25501240228046 55.112557312775046, 71.19594535512398 55.125867190383325, 71.14600248292021 55.10360547904737))"
862144367ffffff,147.0,"POLYGON ((71.18682145479212 55.161408537452715, 71.19594535512398 55.125867190383325, 71.25501240228046 55.112557312775046, 71.30501955730297 55.13477340422045, 71.29598014611234 55.1703212213767, 71.2368490486123 55.183646496721366, 71.18682145479212 55.161408537452715))"
86214435fffffff,29.0,"POLYGON ((71.32305554287896 55.06365455845029, 71.33205218398652 55.02808358491983, 71.39095116532953 55.01470051568554, 71.44091693393189 55.03687295959214, 71.43200453996302 55.07245026207543, 71.373042089021 55.085848811410635, 71.32305554287896 55.06365455845029))"
862144357ffffff,181.0,"POLYGON ((71.21414994375623 55.05476124991208, 71.22323069930614 55.01919671164759, 71.28214999680213 55.00586556803462, 71.33205218398652 55.02808358491983, 71.32305554287896 55.06365455845029, 71.26407255842524 55.0770010994825, 71.21414994375623 55.05476124991208))"
86214434fffffff,585.0,"POLYGON ((71.36406630127729 55.12141142417206, 71.373042089021 55.085848811410635, 71.43200453996302 55.07245026207543, 71.4820547027122 55.09459882360994, 71.47316341591072 55.13016772933037, 71.41413742422098 55.14358180033175, 71.36406630127729 55.12141142417206))"
862144347ffffff,71.0,"POLYGON ((71.25501240228046 55.112557312775046, 71.26407255842524 55.0770010994825, 71.32305554287896 55.06365455845029, 71.373042089021 55.085848811410635, 71.36406630127729 55.12141142417206, 71.30501955730297 55.13477340422045, 71.25501240228046 55.112557312775046))"
86214432fffffff,453.0,"POLYGON ((71.03703730530675 55.09455600861159, 71.04626579386759 55.05901291295207, 71.10528850312272 55.04577042091283, 71.1551468732321 55.06805577152579, 71.14600248292021 55.10360547904737, 71.08691558158903 55.11686324369118, 71.03703730530675 55.09455600861159))"
862144327ffffff,8.0,"POLYGON ((70.9281176296304 55.08540898880031, 70.9374300788465 55.04987261087992, 70.99647197961448 55.03668215761224, 71.04626579386759 55.05901291295207, 71.03703730530675 55.09455600861159, 70.97793099869381 55.10776165072868, 70.9281176296304 55.08540898880031))"
86214431fffffff,953.0,"POLYGON ((71.0646791517969 54.987903546894614, 71.07386408888661 54.95233733179965, 71.13273942831657 54.939073397412166, 71.18249361685896 54.96136042479237, 71.17339240660067 54.99693321677372, 71.11445323873725 55.01021242401902, 71.0646791517969 54.987903546894614))"
862144317ffffff,200.0,"POLYGON ((70.95601098756859 54.97877664508976, 70.96527951531156 54.943217112577, 71.0241740667858 54.930005040904156, 71.07386408888661 54.95233733179965, 71.0646791517969 54.987903546894614, 71.00572055924303 55.00113080798234, 70.95601098756859 54.97877664508976))"
86214430fffffff,6.0,"POLYGON ((71.10528850312272 55.04577042091283, 71.11445323873725 55.01021242401902, 71.17339240660067 54.99693321677372, 71.22323069930614 55.01919671164759, 71.21414994375623 55.05476124991208, 71.1551468732321 55.06805577152579, 71.10528850312272 55.04577042091283))"
862144307ffffff,28.0,"POLYGON ((70.99647197961448 55.03668215761224, 71.00572055924303 55.00113080798234, 71.0646791517969 54.987903546894614, 71.11445323873725 55.01021242401902, 71.10528850312272 55.04577042091283, 71.04626579386759 55.05901291295207, 70.99647197961448 55.03668215761224))"
8621442f7ffffff,12.0,"POLYGON ((71.3768231979727 54.850114315032116, 71.38573519278269 54.81449777428891, 71.44434077315336 54.80107305453819, 71.49409707217126 54.823249415626194, 71.48526857944778 54.85887221677437, 71.426600245217 54.87231241600541, 71.3768231979727 54.850114315032116))"
8621442efffffff,644.0,"POLYGON ((71.52630101277478 54.91663952973734, 71.53510847861274 54.88102491101532, 71.59375581723654 54.86753306903357, 71.64365825539453 54.88964026327457, 71.63493466985693 54.925261000019574, 71.57622472597932 54.93876844419502, 71.52630101277478 54.91663952973734))"
8621442e7ffffff,34.0,"POLYGON ((71.41770902721706 54.907920810368104, 71.426600245217 54.87231241600541, 71.48526857944778 54.85887221677437, 71.53510847861274 54.88102491101532, 71.52630101277478 54.91663952973734, 71.46756985524314 54.93009524949716, 71.41770902721706 54.907920810368104))"
8621442dfffffff,83.0,"POLYGON ((71.5526818735871 54.809773134824454, 71.561447867145 54.77413603278188, 71.61994919802544 54.76062380564329, 71.66974674788295 54.78273309853346, 71.66106426245985 54.81837628484462, 71.60250067956629 54.83190411362324, 71.5526818735871 54.809773134824454))"
8621442d7ffffff,920.0,"POLYGON ((71.44434077315336 54.80107305453819, 71.45319014803381 54.76544214291252, 71.5117124805687 54.751981382387555, 71.561447867145 54.77413603278188, 71.5526818735871 54.809773134824454, 71.49409707217126 54.823249415626194, 71.44434077315336 54.80107305453819))"
8621442cfffffff,815.0,"POLYGON ((71.59375581723654 54.86753306903357, 71.60250067956629 54.83190411362324, 71.66106426245985 54.81837628484462, 71.71094526253556 54.8404617886572, 71.70228415723689 54.87609679198881, 71.64365825539453 54.88964026327457, 71.59375581723654 54.86753306903357))"
